[18:21:01] [main/INFO]: ModLauncher running: args [--username, AberrantNautilus, --version, forge-47.2.20, --gameDir, C:\Users\ArcieL\curseforge\minecraft\Instances\the last temp, --assetsDir, C:\Users\ArcieL\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 4b4172d178c644eba8bf7f8d11bd2ac8, --accessToken, ????????, --clientId, NTAzMjI4MGUtYWEyYy00OTE3LTkwOTMtYzM3ZWRiNDUwNjc4, --xuid, 2535433395142716, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\ArcieL\curseforge\minecraft\Install\quickPlay\java\1716340859140.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.20, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:21:01] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[18:21:02] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[18:21:02] [main/INFO]: Trying GL version 4.6
[18:21:03] [main/INFO]: Requested GL version 4.6 got version 4.6
[18:21:03] [main/ERROR]: Could not find DefaultSettings, not going to do anything! Shutting down...
[18:21:03] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/ArcieL/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[18:21:03] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3070 Ti Laptop GPU/PCIe/SSE2 GL version 4.6.0 NVIDIA 552.22, NVIDIA Corporation
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/meat.json' missing model for variant: 'industrialforegoing:meat#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/meat.json' missing model for variant: 'industrialforegoing:meat#level=8'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/meat.json' missing model for variant: 'industrialforegoing:meat#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/meat.json' missing model for variant: 'industrialforegoing:meat#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/meat.json' missing model for variant: 'industrialforegoing:meat#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/meat.json' missing model for variant: 'industrialforegoing:meat#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/meat.json' missing model for variant: 'industrialforegoing:meat#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=2'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=3'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=4'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=5'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=0'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=1'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=12'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=6'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=8'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sewage.json' missing model for variant: 'industrialforegoing:sewage#level=9'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=3'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=2'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=1'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=0'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=9'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=8'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=6'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=5'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=4'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/essence.json' missing model for variant: 'industrialforegoing:essence#level=12'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=5'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=4'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=3'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=2'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=9'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=8'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=6'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=1'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=0'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=12'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/sludge.json' missing model for variant: 'industrialforegoing:sludge#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=9'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=8'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=6'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=5'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=4'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=3'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=12'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=2'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=1'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/pink_slime.json' missing model for variant: 'industrialforegoing:pink_slime#level=0'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=5'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=4'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=3'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=2'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=9'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=8'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=6'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=12'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=1'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/biofuel.json' missing model for variant: 'industrialforegoing:biofuel#level=0'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=6'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=5'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=4'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=9'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=8'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=12'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=3'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=2'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=1'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/ether_gas.json' missing model for variant: 'industrialforegoing:ether_gas#level=0'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=9'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=8'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=6'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=5'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=4'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=3'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=2'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=1'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=0'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=12'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/raw_ore_meat.json' missing model for variant: 'industrialforegoing:raw_ore_meat#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=14'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=15'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=12'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=13'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=1'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=2'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=0'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=5'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=6'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=3'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=4'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=9'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=10'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=11'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=7'
[18:21:50] [Worker-ResourceReload-5/WARN]: Exception loading blockstate definition: 'industrialforegoing:blockstates/fermented_ore_meat.json' missing model for variant: 'industrialforegoing:fermented_ore_meat#level=8'
[18:21:50] [Render thread/INFO]: Registered region ars_nouveau:overworld to index 4 for type OVERWORLD
[18:21:50] [Render thread/INFO]: Initialized color sets in 98ms
[18:21:50] [Render thread/INFO]: Registered region quark:biome_provider to index 5 for type OVERWORLD
[18:21:50] [Worker-ResourceReload-15/WARN]: Unused frames in sprite refinedstorage:block/destructor/cutouts/connected: [20, 21, 22, 23]
[18:21:50] [Worker-ResourceReload-14/WARN]: Unused frames in sprite enderio:block/primitive_alloy_smelter_front_active: [4, 5]
[18:21:50] [Render thread/INFO]: Initialised AE2WT integration.
[18:21:50] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite allthetweaks:item/nexium_emitter frame 1: 1
[18:21:50] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite allthetweaks:item/nexium_emitter frame 2: 2
[18:21:50] [Worker-ResourceReload-8/WARN]: Invalid frame index on sprite allthetweaks:item/nexium_emitter frame 3: 1
[18:21:50] [Worker-ResourceReload-15/WARN]: Unused frames in sprite apotheosis:items/gems/blood_lord: [9]
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 0: 1
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 1: 2
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 2: 1
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 3: 3
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 5: 3
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 6: 1
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 8: 4
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 9: 1
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 11: 4
[18:21:50] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite allthetweaks:item/improbable_probability_device frame 12: 2
